,CRSHDATE,CRSHTIME,LATDECDG,LONDECDG,ANMLTY01,ANMLTY07,countyname,year,Road
9617,2017-08-06,1830,43.967662699,-88.84471448,Coyote,,Winnebago,2017,State Highway091
10048,2017-08-18,525,43.368640937,-88.15281865,Coyote,,Washington,2017,County HighwayNN
10501,2017-09-03,2108,42.565359259,-88.6195096,Coyote,,Walworth,2017,SIX CORNERS RD - Walworth
11245,2017-09-25,552,44.767782235,-88.52991887,Coyote,,Shawano,2017,County HighwayBE
11876,2017-10-05,2245,43.848096311,-90.47378796,Coyote,,Monroe,2017,State Highway131
12513,2017-10-02,815,44.31214039,-91.76691944,Coyote,,Buffalo,2017,County HighwayEE
12649,2017-10-17,2248,43.967786897,-90.48255839,Coyote,,Monroe,2017,Interstate090
12680,2017-10-17,600,44.798278974,-88.04986051,Coyote,,Oconto,2017,US Highway141
14353,2017-10-18,1051,44.168487029,-90.58790077,Coyote,,Jackson,2017,Interstate094
14405,2017-10-31,749,42.88608661,-88.14303452,Coyote,,Waukesha,2017,County HighwayY
14419,2017-10-23,555,43.14847066,-89.59898153,Coyote,,Dane,2017,County HighwayP
15575,2017-11-03,2207,43.485430019,-88.58287594,Coyote,,Dodge,2017,State Highway028
15661,2017-11-05,2010,44.939371199,-92.38519778,Coyote,,St. Croix,2017,Interstate094
15873,2017-11-09,2145,43.812137471,-87.76983636,Coyote,,Sheboygan,2017,Interstate043
15974,2017-11-06,1032,44.375639744,-89.16333533,Coyote,,Waupaca,2017,US Highway010
16992,2017-11-15,2010,45.078876966,-92.51313983,Coyote,,St. Croix,2017,County HighwayG
17165,2017-11-17,555,44.029033661,-88.61200714,Coyote,,Winnebago,2017,State Highway021
17718,2017-11-22,1818,44.125668057,-88.98787214,Coyote,,Waushara,2017,State Highway049
17813,2017-11-23,1016,43.509596414,-89.57856823,Coyote,,Columbia,2017,State Highway033
17980,2017-11-10,2131,43.194647648,-89.3139994,Coyote,,Dane,2017,State Highway019
18116,2017-11-24,2333,43.687948627,-89.84454025,Coyote,,Juneau,2017,Interstate090
18169,2017-11-25,1922,44.804073829,-88.92721498,Coyote,,Shawano,2017,State Highway029
18495,2017-11-28,210,43.086443763,-88.73788807,Coyote,,Jefferson,2017,Interstate094
19097,2017-12-08,31,43.752059784,-87.85327561,Coyote,,Sheboygan,2017,State Highway023
19202,2017-12-10,2122,42.609246999,-90.59082887,Coyote,,Grant,2017,US Highway061
19435,2017-12-12,2015,42.909859365,-88.22121401,Coyote,,Waukesha,2017,Interstate043
19595,2017-12-15,1940,44.217463223,-88.56006811,Coyote,,Winnebago,2017,US Highway010
19627,2017-12-16,2100,43.765729536,-87.76519396,Coyote,,Sheboygan,2017,Interstate043
19836,2017-12-19,1957,43.785947431,-88.67514569,Coyote,,Fond du Lac,2017,State Highway026
19924,2017-12-20,1856,42.740264594,-90.86699072,Coyote,,Grant,2017,CAMEL RIDGE RD - Grant
19995,2017-12-22,2300,43.827084653,-89.48225848,Coyote,,Marquette,2017,Interstate039
20263,2017-12-29,2215,42.974887128,-90.74256503,Coyote,,Grant,2017,US Highway018
20307,2017-12-28,715,44.516385978,-88.48410813,Coyote,,Outagamie,2017,NEWLAND RD - Outagamie
20555,2017-12-28,1900,44.917172898,-92.08858283,Coyote,,Dunn,2017,Interstate094
20855,2018-01-04,2019,44.833122577,-89.17141913,Coyote,,Shawano,2018,US Highway045
21167,2018-01-13,1756,45.256864464,-89.68307257,Coyote,,Lincoln,2018,US Highway051
21382,2018-01-19,1823,42.811270959,-88.14920838,Coyote,,Racine,2018,WINDERMERE TRL - Racine
21552,2018-01-23,2201,45.003494717,-89.49609124,Coyote,,Marathon,2018,State Highway052
21583,2018-01-24,1811,43.183509813,-90.58649796,Coyote,,Grant,2018,State Highway133
21706,2018-01-17,204,44.370940882,-91.75539944,Coyote,,Buffalo,2018,State Highway088
21756,2018-01-25,1958,43.35354881,-88.28712795,Coyote,,Washington,2018,Interstate041
21843,2018-01-27,2133,44.95367691,-92.37493022,Coyote,,St. Croix,2018,US Highway063
21929,2018-01-10,2130,43.209579552,-89.17304516,Coyote,,Dane,2018,US Highway151
21937,2018-01-30,2030,44.819641577,-88.61868147,Coyote,,Shawano,2018,State Highway047
22025,2018-01-31,1840,43.335678822,-88.18989736,Coyote,,Washington,2018,US Highway045
22230,2018-02-02,700,44.445409119,-87.94411469,Coyote,,Brown,2018,Interstate043
22301,2018-02-02,1412,42.762618224,-87.92278104,Coyote,,Racine,2018,County HighwayK
22309,2018-02-01,1751,42.581300191,-88.41188123,Coyote,,Walworth,2018,State Highway120
22380,2018-02-07,1803,44.726423637,-88.43947991,Coyote,,Shawano,2018,State Highway029
22654,2018-02-16,256,43.092831055,-88.0582206,Coyote,,Milwaukee,2018,Interstate041
22690,2018-02-17,1315,43.501445445,-87.82978838,Coyote,,Ozaukee,2018,Interstate043
22819,2018-02-22,101,45.356839863,-91.6411066,Coyote,,Barron,2018,County HighwayM
22824,2018-02-21,2115,43.883459668,-91.11364682,Coyote,,La Crosse,2018,Interstate090
22828,2018-02-16,2321,44.369950755,-90.97537113,Coyote,,Jackson,2018,Interstate094
23212,2018-03-02,100,42.971342046,-90.7579316,Coyote,,Grant,2018,US Highway018
23228,2018-03-01,618,43.636982797,-90.86791676,Coyote,,Vernon,2018,US Highway014
23271,2018-03-02,2216,43.667693381,-89.56327998,Coyote,,Marquette,2018,State Highway023
23380,2018-03-02,2110,43.457693746,-91.21364992,Coyote,,Vernon,2018,State Highway035
23434,2018-03-02,1125,44.920039281,-91.35676564,Coyote,,Chippewa,2018,State Highway029
23465,2018-03-12,40,43.896246514,-91.149662,Coyote,,La Crosse,2018,State Highway016
23625,2018-03-13,2347,44.942145226,-92.45875014,Coyote,,St. Croix,2018,Interstate094
23860,2018-03-19,231,42.950423846,-88.11252176,Coyote,,Waukesha,2018,Interstate043
24086,2018-03-03,2235,43.093477526,-89.62076069,Coyote,,Dane,2018,N BIRCH TRL - Dane
24090,2018-03-24,2129,43.719397995,-89.89715842,Coyote,,Juneau,2018,Interstate090
24329,2018-03-29,2038,43.591936827,-89.67589729,Coyote,,Columbia,2018,State Highway016
25407,2018-04-28,2117,44.988098294,-87.85973627,Coyote,,Oconto,2018,US Highway041
25694,2018-05-02,2300,43.47632058,-89.89911912,Coyote,,Sauk,2018,State Highway136
25890,2018-05-11,2110,44.94436264,-89.90721893,Coyote,,Marathon,2018,State Highway029
25894,2018-05-11,1056,44.449621071,-89.59280036,Coyote,,Portage,2018,State Highway054
26735,2018-05-17,710,45.137095983,-88.44264392,Coyote,,Oconto,2018,State Highway032
26794,2018-05-26,2236,43.628870788,-89.80612294,Coyote,,Sauk,2018,Interstate090
27062,2018-05-27,2133,43.868154458,-91.20857701,Coyote,,La Crosse,2018,State Highway157
27444,2018-05-30,1450,43.108361167,-89.11858958,Coyote,,Dane,2018,Interstate094
29657,2018-07-06,245,43.048867786,-88.22971392,Coyote,,Waukesha,2018,Interstate094
29723,2018-07-03,2213,45.43704987,-89.68092001,Coyote,,Lincoln,2018,US Highway051
30114,2018-07-10,1701,44.315760626,-90.86788432,Coyote,,Jackson,2018,Interstate094
30261,2018-07-18,700,45.123628198,-92.57997466,Coyote,,St. Croix,2018,State Highway064
30514,2018-07-27,730,42.917077847,-88.77900168,Coyote,,Jefferson,2018,County HighwayN
30640,2018-07-23,2345,44.178866992,-90.60858311,Coyote,,Jackson,2018,Interstate094
30919,2018-08-11,1818,42.581907058,-88.87204651,Coyote,,Rock,2018,BRADFORD CLINTON TOWN LINE RD - Rock
31133,2018-08-21,2130,44.914615371,-87.34867143,Coyote,,Door,2018,County HighwayHH
31671,2018-09-11,421,44.160018768,-90.57201691,Coyote,,Monroe,2018,Interstate094
32027,2018-09-19,256,43.747033206,-87.76135124,Coyote,,Sheboygan,2018,Interstate043
32383,2018-09-26,102,42.937532975,-88.22850796,Coyote,,Waukesha,2018,State Highway164
32456,2018-09-26,434,43.474966534,-89.76890667,Coyote,,Sauk,2018,US Highway012
32974,2018-10-02,436,43.789447641,-90.04988556,Coyote,,Juneau,2018,Interstate090
33086,2018-10-06,2057,43.018660724,-89.38150657,Coyote,,Dane,2018,US Highway014
33188,2018-10-04,2305,44.318494375,-90.87585067,Coyote,,Jackson,2018,Interstate094
33599,2018-10-16,109,43.493226463,-89.48613199,Coyote,,Columbia,2018,Interstate039
34070,2018-10-21,1627,44.021239728,-91.42165098,Coyote,,Trempealeau,2018,County HighwayK
35548,2018-10-31,1827,43.982167778,-89.64136601,Coyote,,Adams,2018,County HighwayJ
35549,2018-10-26,2105,43.933095925,-87.75227492,Coyote,,Manitowoc,2018,Interstate043
35785,2018-10-25,930,43.180233674,-89.54721061,Coyote,,Dane,2018,US Highway012
36101,2018-11-02,330,42.858241039,-90.20340495,Coyote,,Iowa,2018,US Highway151
36355,2018-11-03,600,44.229712846,-90.70757972,Coyote,,Jackson,2018,Interstate094
37667,2018-11-14,743,45.03226134,-89.47677606,Coyote,,Marathon,2018,State Highway052
38236,2018-11-17,1730,43.476227404,-88.14186191,Coyote,,Washington,2018,State Highway144
38360,2018-11-19,2258,43.054477842,-88.41747561,Coyote,,Waukesha,2018,Interstate094
38666,2018-11-24,40,44.869945719,-89.64523104,Coyote,,Marathon,2018,Interstate039
38977,2018-11-16,710,44.946620484,-91.85465535,Coyote,,Dunn,2018,County HighwayB
39778,2018-11-21,1810,44.947007269,-88.03844779,Coyote,,Oconto,2018,US Highway141
40046,2018-12-06,1850,43.85275182,-90.47375548,Coyote,,Monroe,2018,State Highway131
40315,2018-12-11,1822,43.454270968,-87.83194027,Coyote,,Ozaukee,2018,Interstate043
40512,2018-12-06,2050,44.298727859,-88.40871586,Coyote,,Outagamie,2018,Interstate041
41016,2018-12-25,1850,43.870739794,-91.14546592,Coyote,,La Crosse,2018,Interstate090
41504,2019-01-01,2056,42.663227244,-87.95330531,Coyote,,Kenosha,2019,W FRONTAGE RD - Kenosha
41614,2019-03-25,650,44.199663864,-88.55452935,Coyote,,Winnebago,2019,County HighwayII
41717,2019-05-25,821,42.538476033,-87.98824399,Coyote,,Kenosha,2019,County HighwayC
42185,2019-09-16,1953,43.10302635,-88.37836155,Coyote,,Waukesha,2019,State Highway016
42255,2019-10-01,735,45.101699829,-92.73169517,Coyote,,St. Croix,2019,State Highway035
42580,2019-12-11,1822,43.098509563,-89.08063018,Coyote,,Dane,2019,State Highway073
43155,2019-07-09,504,42.640750027,-88.25025671,Coyote,,Racine,2019,State Highway083
43167,2019-06-27,720,44.599530283,-89.81473144,Coyote,,Portage,2019,US Highway010
43256,2019-09-07,652,42.818758181,-87.93397559,Coyote,,Racine,2019,County HighwayV
43376,2019-09-28,2130,43.67174913,-89.82605538,Coyote,,Juneau,2019,Interstate090
43413,2019-10-25,1922,43.221068349,-88.07544222,Coyote,,Washington,2019,State Highway167
43648,2019-11-08,725,45.178000797,-89.60619719,Coyote,,Lincoln,2019,State Highway064
43756,2019-12-08,2058,43.530784999,-87.82044252,Coyote,,Ozaukee,2019,Interstate043
43828,2019-01-26,2000,44.298438996,-88.39142285,Coyote,,Outagamie,2019,Interstate041
44044,2019-04-13,10,42.991077,-87.9147285,Coyote,,Milwaukee,2019,Interstate043
44105,2019-06-07,2121,44.605217731,-89.61938166,Coyote,,Portage,2019,Interstate039
44654,2019-11-05,936,45.967102092,-89.38586829,Coyote,,Vilas,2019,County HighwayG
44786,2019-11-12,137,43.428277719,-90.68774224,Coyote,,Vernon,2019,US Highway014
44921,2019-12-17,2145,43.777973696,-90.0227757,Coyote,,Juneau,2019,Interstate090
45055,2019-02-28,627,43.046520981,-89.71131782,Coyote,,Dane,2019,County HighwayJ
45449,2019-07-09,2110,43.074089622,-88.22483184,Coyote,,Waukesha,2019,State Highway164
45581,2019-09-06,2035,42.637552804,-89.78350941,Coyote,,Green,2019,County HighwayM
45827,2019-10-15,709,44.501551496,-88.2640143,Coyote,,Outagamie,2019,State Highway054
46273,2019-01-26,1800,42.667447616,-90.37175404,Coyote,,Lafayette,2019,State Highway081
46412,2019-03-30,345,44.9335512,-92.18578187,Coyote,,St. Croix,2019,Interstate094
46703,2019-07-06,2225,44.033188389,-88.6497772,Coyote,,Winnebago,2019,State Highway021
47186,2019-11-19,751,42.872621452,-88.2899678,Coyote,,Waukesha,2019,Interstate043
47305,2019-12-09,830,43.535610909,-87.81657439,Coyote,,Ozaukee,2019,Interstate043
47551,2019-04-28,2307,42.677943302,-88.51842435,Coyote,,Walworth,2019,Interstate043
47886,2019-07-11,1731,45.317655357,-88.58130173,Coyote,,Oconto,2019,State Highway032
47927,2019-07-24,2209,45.400575289,-89.67231939,Coyote,,Lincoln,2019,US Highway051
47937,2019-08-06,619,44.578061831,-88.14527748,Coyote,,Brown,2019,County HighwayC
48551,2019-02-20,2326,42.891432805,-87.93645544,Coyote,,Milwaukee,2019,Interstate041
48605,2019-01-09,710,43.293268454,-88.03003216,Coyote,,Ozaukee,2019,County HighwayT
48650,2019-03-21,812,42.669750563,-88.06318048,Coyote,,Kenosha,2019,COUNTY LINE RD - Kenosha
49151,2019-09-11,2241,42.931347534,-88.2577984,Coyote,,Waukesha,2019,County HighwayXX
49722,2019-02-09,1921,43.966879878,-88.58280958,Coyote,,Winnebago,2019,Interstate041
49745,2019-01-03,2125,42.93162331,-88.18152198,Coyote,,Waukesha,2019,County HighwayES
50055,2019-05-02,850,44.298942538,-88.53412163,Coyote,,Outagamie,2019,State Highway015
50210,2019-06-17,720,44.922527092,-91.42832167,Coyote,,Chippewa,2019,US Highway053
50287,2019-08-21,2320,44.348190582,-88.2419601,Coyote,,Outagamie,2019,FARRELL RD - Outagamie
50307,2019-08-14,1820,43.062103152,-88.49284552,Coyote,,Waukesha,2019,County HighwayDR
50469,2019-09-21,2330,42.734352101,-90.1291663,Coyote,,Lafayette,2019,State Highway023
51049,2019-03-19,2350,43.061122464,-88.49973768,Coyote,,Waukesha,2019,County HighwayDR
51133,2019-05-06,525,43.14824643,-89.46503537,Coyote,,Dane,2019,County HighwayK
51147,2019-03-25,629,45.616872251,-89.52627715,Coyote,,Oneida,2019,US Highway008
51162,2019-01-26,530,44.795167122,-88.69365093,Coyote,,Shawano,2019,State Highway029
51169,2019-03-26,755,45.108017679,-92.70991695,Coyote,,St. Croix,2019,State Highway035
51412,2019-06-04,735,43.683612954,-89.84031081,Coyote,,Juneau,2019,Interstate090
51902,2019-11-12,2145,43.688067553,-88.62711373,Coyote,,Fond du Lac,2019,US Highway151
51905,2019-11-20,1115,44.93640545,-91.20151035,Coyote,,Chippewa,2019,State Highway029
52190,2019-02-04,2100,44.938283721,-92.36775456,Coyote,,St. Croix,2019,Interstate094
52249,2019-01-25,2232,44.390052484,-89.19299822,Coyote,,Waupaca,2019,US Highway010
52362,2019-03-17,131,44.919960565,-92.02845065,Coyote,,Dunn,2019,Interstate094
52376,2019-05-26,30,44.109594324,-90.5331035,Coyote,,Monroe,2019,Interstate094
52696,2019-07-27,2300,43.514704892,-89.48689006,Coyote,,Columbia,2019,Interstate039
52756,2019-09-16,2346,44.539942598,-90.18034257,Coyote,,Wood,2019,State Highway080
52803,2019-10-11,2140,42.683581535,-88.3562805,Coyote,,Walworth,2019,State Highway011
53142,2019-11-12,2117,43.633213639,-88.71058314,Coyote,,Dodge,2019,State Highway049
53351,2019-01-16,1110,45.052511245,-92.72299114,Coyote,,St. Croix,2019,County HighwayE
54097,2019-09-21,2050,44.794484645,-88.6837697,Coyote,,Shawano,2019,State Highway029
54507,2019-12-02,2016,43.689370141,-88.38072684,Coyote,,Fond du Lac,2019,County HighwayB
54863,2019-04-26,2330,43.665618979,-90.86892892,Coyote,,Vernon,2019,US Highway014
55154,2019-06-22,1344,44.109408064,-87.72042215,Coyote,,Manitowoc,2019,US Highway010
55451,2019-10-10,1918,45.296415601,-92.69771889,Coyote,,Polk,2019,State Highway035
55547,2019-11-08,259,44.112223494,-88.66944817,Coyote,,Winnebago,2019,State Highway116
55734,2019-12-26,548,44.944381056,-89.83273998,Coyote,,Marathon,2019,State Highway029
55887,2019-01-16,2105,43.75370835,-87.78268545,Coyote,,Sheboygan,2019,State Highway023
55953,2019-04-03,541,43.591558363,-89.81333835,Coyote,,Sauk,2019,Interstate090
56245,2019-05-06,1131,45.263959674,-89.68422445,Coyote,,Lincoln,2019,US Highway051
56414,2019-09-17,607,42.739660227,-88.45344941,Coyote,,Walworth,2019,Interstate043
57065,2019-02-11,1907,44.12135333,-88.65403602,Coyote,,Winnebago,2019,US Highway045
57131,2019-04-26,54,43.748275819,-88.49656891,Coyote,,Fond du Lac,2019,BROWN RD - Fond du Lac
57179,2019-04-17,10,43.983148115,-90.44044991,Coyote,,Monroe,2019,Interstate090
57506,2019-08-08,1301,44.773057157,-88.24246645,Coyote,,Oconto,2019,WAWIORKA RD - Oconto
57508,2019-07-21,520,43.886018779,-90.99211828,Coyote,,La Crosse,2019,Interstate090
58124,2019-05-21,2120,43.330755904,-88.25928745,Coyote,,Washington,2019,Interstate041
59524,2019-04-16,740,42.959354659,-87.94164742,Coyote,,Milwaukee,2019,W LAYTON AVE - Milwaukee
59592,2019-04-25,2031,44.812301403,-87.43122437,Coyote,,Door,2019,State Highway042
59899,2019-07-15,1045,43.969567975,-90.39676514,Coyote,,Monroe,2019,Interstate090
60493,2019-12-14,523,43.838571521,-87.77130705,Coyote,,Sheboygan,2019,Interstate043
60784,2020-02-05,2240,43.17061832,-88.50450171,Coyote,,Waukesha,2020,State Highway067
61191,2020-09-23,630,42.909012257,-88.87877266,Coyote,,Jefferson,2020,State Highway026
61728,2020-03-09,730,43.935663349,-88.26806479,Coyote,,Fond du Lac,2020,County HighwayHHH
61834,2020-02-06,626,42.711769027,-90.48977516,Coyote,,Grant,2020,US Highway151
62049,2020-01-26,610,43.960184474,-90.37045814,Coyote,,Monroe,2020,Interstate090
62171,2020-08-07,2259,43.367076874,-87.92508025,Coyote,,Ozaukee,2020,Interstate043
62825,2020-01-21,2005,43.370198254,-87.92561644,Coyote,,Ozaukee,2020,Interstate043
62872,2020-01-06,613,43.825461524,-88.37615969,Coyote,,Fond du Lac,2020,US Highway151
62927,2020-02-12,616,43.147287157,-89.52380726,Coyote,,Dane,2020,US Highway012
63304,2020-07-25,2240,43.313356718,-87.92018253,Coyote,,Ozaukee,2020,Interstate043
63625,2020-11-13,2012,42.847843941,-90.68475057,Coyote,,Grant,2020,State Highway129
63704,2020-12-12,2123,43.983069399,-90.4445801,Coyote,,Monroe,2020,Interstate090
64726,2020-11-24,2330,44.389406099,-91.00705056,Coyote,,Jackson,2020,Interstate094
65693,2020-10-23,624,43.697299109,-89.09712873,Coyote,,Green Lake,2020,State Highway044
65854,2020-11-25,840,45.058592389,-89.64553722,Coyote,,Marathon,2020,US Highway051
67147,2020-03-03,1850,43.66103272,-88.53516335,Coyote,,Fond du Lac,2020,County HighwayF
67224,2020-04-25,2348,43.070238446,-90.94433851,Coyote,,Crawford,2020,State Highway060
67872,2020-12-03,2159,42.551504574,-88.92893381,Coyote,,Rock,2020,Interstate043
67935,2020-11-08,56,44.218647617,-88.69900845,Coyote,,Winnebago,2020,US Highway010
67944,2020-10-25,335,43.943467269,-90.74037803,Coyote,,Monroe,2020,Interstate090
67946,2020-12-29,1738,45.136519723,-89.69309826,Coyote,,Lincoln,2020,County HighwayK
67956,2020-12-14,1946,42.86760905,-87.88838303,Coyote,,Milwaukee,2020,State Highway100
68958,2020-11-07,1902,43.049040348,-88.21309813,Coyote,,Waukesha,2020,Interstate094
70028,2020-11-19,1905,43.742442558,-89.93638619,Coyote,,Juneau,2020,Interstate090
70389,2020-04-24,1641,44.458596806,-90.7855507,Coyote,,Clark,2020,State Highway095
70779,2020-10-01,330,42.645173466,-88.56687814,Coyote,,Walworth,2020,Interstate043
71549,2020-05-29,1433,46.547644896,-90.85426297,Coyote,,Ashland,2020,State Highway013
71912,2020-09-03,2044,42.689552274,-88.50590769,Coyote,,Walworth,2020,Interstate043
72532,2020-04-02,2225,42.979119763,-91.030939,Coyote,,Grant,2020,US Highway018
72832,2020-08-29,1723,43.576470374,-89.61521074,Coyote,,Columbia,2020,State Highway016
73481,2020-01-01,636,43.032495046,-88.1638503,Coyote,,Waukesha,2020,Interstate094
73610,2020-02-10,727,43.089528836,-88.09330065,Coyote,,Waukesha,2020,State Highway190
74640,2020-04-22,435,42.717879139,-88.47094172,Coyote,,Walworth,2020,Interstate043
74939,2020-09-17,2055,44.907719827,-91.95761328,Coyote,,Dunn,2020,Interstate094
75894,2020-03-10,718,43.055610884,-88.79219279,Coyote,,Jefferson,2020,State Highway026
76028,2020-08-03,230,42.629847883,-88.50261982,Coyote,,Walworth,2020,County HighwayH
76197,2020-08-30,13,43.010448596,-89.8173963,Coyote,,Dane,2020,US Highway018
76390,2020-05-27,2145,44.455506538,-88.08805717,Coyote,,Brown,2020,Interstate041
76536,2020-12-19,2347,42.616377574,-88.69643526,Coyote,,Walworth,2020,Interstate043
76634,2020-01-20,1720,42.79678846,-89.51627093,Coyote,,Green,2020,County HighwayD
77428,2020-10-31,1841,42.717643477,-89.59821767,Coyote,,Green,2020,State Highway069
77537,2020-11-30,635,45.488802417,-89.4297827,Coyote,,Lincoln,2020,State Highway017
78696,2021-07-10,2220,42.690858516,-88.51670614,Coyote,,Walworth,2021,State Highway011
78844,2021-07-17,2224,42.738085626,-88.59214325,Coyote,,Walworth,2021,County HighwayH
78923,2021-09-22,926,42.582112499,-87.92984866,Coyote,,Kenosha,2021,County HighwayK
80107,2021-10-13,627,44.077406001,-89.80686555,Coyote,,Adams,2021,State Highway013
80177,2021-08-06,2213,44.493845459,-89.51852225,Coyote,,Portage,2021,Interstate039
80374,2021-03-21,1145,44.515627045,-91.44375699,Coyote,,Trempealeau,2021,State Highway093
80639,2021-08-27,640,44.951705171,-92.54527377,Coyote,,St. Croix,2021,Interstate094
80653,2021-11-30,1717,44.607764233,-88.07433809,Coyote,,Brown,2021,County HighwayHS
80972,2021-06-26,1410,42.858159028,-88.9045067,Coyote,,Jefferson,2021,State Highway026
81702,2021-11-26,2300,42.59162071,-90.60102481,Coyote,,Grant,2021,US Highway061
81947,2021-01-17,2335,44.900320932,-92.58257474,Coyote,,St. Croix,2021,State Highway065
82042,2021-01-24,2256,43.887726905,-90.97845172,Coyote,,La Crosse,2021,Interstate090
82340,2021-12-08,1923,43.192327268,-89.38756287,Coyote,,Dane,2021,State Highway019
82680,2021-10-31,528,43.0624862,-88.44701227,Coyote,,Waukesha,2021,Interstate094
82936,2021-11-18,440,42.582386101,-87.95278549,Coyote,,Kenosha,2021,Interstate041
82987,2021-03-15,650,42.72084952,-88.17696053,Coyote,,Racine,2021,County HighwayA
83096,2021-03-04,550,42.957119863,-89.54853736,Coyote,,Dane,2021,State Highway069
83226,2021-10-12,1906,43.924767474,-91.25333635,Coyote,,La Crosse,2021,County HighwayOT
83539,2021-06-13,20,43.557619646,-89.30583289,Coyote,,Columbia,2021,State Highway022
83602,2021-01-02,1446,42.971851506,-90.46188189,Coyote,,Grant,2021,US Highway018
83656,2021-11-02,2141,42.53109592,-88.54570435,Coyote,,Walworth,2021,County HighwayB
83974,2021-01-27,520,45.047511121,-92.53734932,Coyote,,St. Croix,2021,State Highway065
